source_file,Type,NHS_area_code,ONS_code,Name,Count_gp_appointments,Attended,Did_not_attend,Unknown,Month,Year,CCG_Name,ICB_Code,ICB_Name
2,CCG,72Q,E38000244,NHS South East London CCG,641 756,579 850,33 735,28 171,August,2021,NA,NA,NA
2,CCG,78H,E38000242,NHS Northamptonshire CCG,321 847,305 991,8 449,7 407,August,2021,NHS Northamptonshire CCG,QPM,NHS Northamptonshire Integrated Care Board
2,CCG,84H,E38000234,NHS County Durham CCG,272 302,256 687,8 093,7 522,August,2021,NHS County Durham CCG,QHM,NHS North East and North Cumbria Integrated Care Board
2,CCG,91Q,E38000237,NHS Kent and Medway CCG,747 485,683 780,32 543,31 162,August,2021,NA,NA,NA
2,CCG,92A,E38000246,NHS Surrey Heartlands CCG,396 448,366 991,15 741,13 716,August,2021,NHS Surrey Heartlands CCG,QXU,NHS Surrey Heartlands Integrated Care Board
2,CCG,92G,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",426 802,399 963,13 060,13 779,August,2021,NA,NA,NA
2,CCG,93C,E38000240,NHS North Central London CCG,551 845,503 861,28 488,19 496,August,2021,NA,NA,NA
2,CCG,97R,E38000235,NHS East Sussex CCG,243 733,225 373,9 016,9 344,August,2021,NA,NA,NA
2,CCG,99A,E38000101,NHS Liverpool CCG,214 844,195 288,11 936,7 620,August,2021,NHS Liverpool CCG,QYG,NHS Cheshire and Merseyside Integrated Care Board
2,CCG,99C,E38000127,NHS North Tyneside CCG,92 964,86 418,3 621,2 925,August,2021,NHS North Tyneside CCG,QHM,NHS North East and North Cumbria Integrated Care Board
2,CCG,99E,E38000007,NHS Basildon and Brentwood CCG,103 321,97 160,2 351,3 810,August,2021,NA,NA,NA
2,CCG,99F,E38000030,NHS Castle Point and Rochford CCG,62 086,58 919,1 490,1 677,August,2021,NA,NA,NA
2,CCG,99G,E38000168,NHS Southend CCG,62 331,58 696,1 729,1 906,August,2021,NA,NA,NA
2,CCG,A3A8R,E38000255,NHS North East London CCG,777 889,703 484,44 795,29 610,August,2021,NA,NA,NA
2,CCG,B2M3M,E38000251,NHS Coventry and Warwickshire CCG,393 257,364 504,16 944,11 809,August,2021,NA,NA,NA
2,CCG,D2P2L,E38000250,NHS Black Country and West Birmingham CCG,570 191,516 053,31 094,23 044,August,2021,NA,NA,NA
2,CCG,D4U1Y,E38000252,NHS Frimley CCG,302 873,283 896,11 982,6 995,August,2021,NA,NA,NA
2,CCG,D9Y0V,E38000253,"NHS Hampshire, Southampton and Isle of Wight CCG",661 781,618 004,24 403,19 374,August,2021,NA,NA,NA
2,CCG,M1J4Y,E38000249,"NHS Bedfordshire, Luton and Milton Keynes CCG",388 777,364 780,12 659,11 338,August,2021,NA,NA,NA
2,CCG,M2L0M,E38000257,NHS Shropshire and Telford and Wrekin CCG,209 824,196 788,7 088,5 948,August,2021,NA,NA,NA
2,CCG,W2U3Z,E38000256,NHS North West London CCG,938 689,858 122,39 528,41 039,August,2021,NA,NA,NA
2,CCG,X2C4Y,E38000254,NHS Kirklees CCG,197 822,186 040,6 021,5 761,August,2021,NA,NA,NA
3,CCG,00L,E38000130,NHS Northumberland CCG,158 028,147 659,5 569,4 800,December,2021,NHS Northumberland CCG,QHM,NHS North East and North Cumbria Integrated Care Board
3,CCG,00N,E38000163,NHS South Tyneside CCG,57 833,52 941,2 563,2 329,December,2021,NHS South Tyneside CCG,QHM,NHS North East and North Cumbria Integrated Care Board
3,CCG,00P,E38000176,NHS Sunderland CCG,111 770,99 342,7 147,5 281,December,2021,NHS Sunderland CCG,QHM,NHS North East and North Cumbria Integrated Care Board
3,CCG,00Q,E38000014,NHS Blackburn with Darwen CCG,73 644,66 523,3 994,3 127,December,2021,NHS Blackburn with Darwen CCG,QE1,NHS Lancashire and South Cumbria Integrated Care Board
3,CCG,00R,E38000015,NHS Blackpool CCG,78 823,70 822,4 955,3 046,December,2021,NHS Blackpool CCG,QE1,NHS Lancashire and South Cumbria Integrated Care Board
3,CCG,00T,E38000016,NHS Bolton CCG,132 228,117 427,8 601,6 200,December,2021,NHS Bolton CCG,QOP,NHS Greater Manchester Integrated Care Board
3,CCG,00V,E38000024,NHS Bury CCG,56 962,46 267,2 574,8 121,December,2021,NHS Bury CCG,QOP,NHS Greater Manchester Integrated Care Board
3,CCG,00X,E38000034,NHS Chorley and South Ribble CCG,70 764,63 949,3 520,3 295,December,2021,NHS Chorley and South Ribble CCG,QE1,NHS Lancashire and South Cumbria Integrated Care Board
3,CCG,00Y,E38000135,NHS Oldham CCG,94 446,83 909,6 022,4 515,December,2021,NHS Oldham CCG,QOP,NHS Greater Manchester Integrated Care Board
3,CCG,01A,E38000050,NHS East Lancashire CCG,151 518,135 046,8 627,7 845,December,2021,NHS East Lancashire CCG,QE1,NHS Lancashire and South Cumbria Integrated Care Board
3,CCG,01D,E38000080,"NHS Heywood, Middleton and Rochdale CCG",89 081,80 077,5 309,3 695,December,2021,"NHS Heywood, Middleton and Rochdale CCG",QOP,NHS Greater Manchester Integrated Care Board
3,CCG,01E,E38000227,NHS Greater Preston CCG,87 599,76 085,4 595,6 919,December,2021,NHS Greater Preston CCG,QE1,NHS Lancashire and South Cumbria Integrated Care Board
3,CCG,01F,E38000068,NHS Halton CCG,53 205,47 218,2 877,3 110,December,2021,NHS Halton CCG,QYG,NHS Cheshire and Merseyside Integrated Care Board
3,CCG,01G,E38000143,NHS Salford CCG,113 916,96 619,7 313,9 984,December,2021,NHS Salford CCG,QOP,NHS Greater Manchester Integrated Care Board
3,CCG,01H,E38000215,NHS North Cumbria CCG,168 037,150 272,6 961,10 804,December,2021,NHS North Cumbria CCG,QHM,NHS North East and North Cumbria Integrated Care Board
3,CCG,01J,E38000091,NHS Knowsley CCG,67 466,60 438,4 431,2 597,December,2021,NHS Knowsley CCG,QYG,NHS Cheshire and Merseyside Integrated Care Board
3,CCG,01K,E38000228,NHS Morecambe Bay CCG,143 798,131 769,6 504,5 525,December,2021,NHS Morecambe Bay CCG,QE1,NHS Lancashire and South Cumbria Integrated Care Board
3,CCG,01T,E38000161,NHS South Sefton CCG,51 344,46 437,2 699,2 208,December,2021,NHS South Sefton CCG,QYG,NHS Cheshire and Merseyside Integrated Care Board
3,CCG,01V,E38000170,NHS Southport and Formby CCG,54 571,49 598,2 326,2 647,December,2021,NHS Southport and Formby CCG,QYG,NHS Cheshire and Merseyside Integrated Care Board
3,CCG,01W,E38000174,NHS Stockport CCG,143 270,129 648,7 628,5 994,December,2021,NHS Stockport CCG,QOP,NHS Greater Manchester Integrated Care Board
3,CCG,01X,E38000172,NHS St Helens CCG,69 864,61 670,3 927,4 267,December,2021,NHS St Helens CCG,QYG,NHS Cheshire and Merseyside Integrated Care Board
3,CCG,01Y,E38000182,NHS Tameside and Glossop CCG,100 848,87 939,6 443,6 466,December,2021,NHS Tameside and Glossop CCG,QOP,NHS Greater Manchester Integrated Care Board
3,CCG,02A,E38000187,NHS Trafford CCG,67 734,59 436,4 285,4 013,December,2021,NHS Trafford CCG,QOP,NHS Greater Manchester Integrated Care Board
3,CCG,02E,E38000194,NHS Warrington CCG,87 150,80 060,2 979,4 111,December,2021,NHS Warrington CCG,QYG,NHS Cheshire and Merseyside Integrated Care Board
3,CCG,02G,E38000200,NHS West Lancashire CCG,47 942,43 035,2 342,2 565,December,2021,NHS West Lancashire CCG,QE1,NHS Lancashire and South Cumbria Integrated Care Board
3,CCG,02H,E38000205,NHS Wigan Borough CCG,113 102,99 140,7 165,6 797,December,2021,NHS Wigan Borough CCG,QOP,NHS Greater Manchester Integrated Care Board
3,CCG,02M,E38000226,NHS Fylde and Wyre CCG,86 567,77 875,3 942,4 750,December,2021,NHS Fylde and Wyre CCG,QE1,NHS Lancashire and South Cumbria Integrated Care Board
3,CCG,02P,E38000006,NHS Barnsley CCG,108 855,98 292,5 016,5 547,December,2021,NA,NA,NA
3,CCG,02Q,E38000008,NHS Bassetlaw CCG,52 449,48 746,2 163,1 540,December,2021,NA,NA,NA
3,CCG,02T,E38000025,NHS Calderdale CCG,98 642,92 043,3 777,2 822,December,2021,NHS Calderdale CCG,QWO,NHS West Yorkshire Integrated Care Board
3,CCG,02X,E38000044,NHS Doncaster CCG,137 354,124 325,7 803,5 226,December,2021,NA,NA,NA
3,CCG,02Y,E38000052,NHS East Riding of Yorkshire CCG,129 149,119 654,4 794,4 701,December,2021,NA,NA,NA
3,CCG,03F,E38000085,NHS Hull CCG,120 879,109 185,7 606,4 088,December,2021,NA,NA,NA
3,CCG,03H,E38000119,NHS North East Lincolnshire CCG,92 758,85 221,3 153,4 384,December,2021,NA,NA,NA
3,CCG,03K,E38000122,NHS North Lincolnshire CCG,89 725,81 913,3 235,4 577,December,2021,NA,NA,NA
3,CCG,03L,E38000141,NHS Rotherham CCG,133 026,121 925,5 720,5 381,December,2021,NA,NA,NA
3,CCG,03N,E38000146,NHS Sheffield CCG,271 174,246 524,12 997,11 653,December,2021,NA,NA,NA
3,CCG,03Q,E38000188,NHS Vale of York CCG,140 824,130 502,4 780,5 542,December,2021,NA,NA,NA
3,CCG,03R,E38000190,NHS Wakefield CCG,191 727,177 080,7 386,7 261,December,2021,NHS Wakefield CCG,QWO,NHS West Yorkshire Integrated Care Board
3,CCG,03W,E38000051,NHS East Leicestershire and Rutland CCG,163 144,151 540,6 440,5 164,December,2021,NA,NA,NA
3,CCG,04C,E38000097,NHS Leicester City CCG,182 897,166 913,8 130,7 854,December,2021,NA,NA,NA
3,CCG,04V,E38000201,NHS West Leicestershire CCG,189 008,176 270,6 384,6 354,December,2021,NA,NA,NA
3,CCG,04Y,E38000028,NHS Cannock Chase CCG,57 137,51 830,2 797,2 510,December,2021,NA,NA,NA
3,CCG,05D,E38000053,NHS East Staffordshire CCG,60 991,54 662,2 831,3 498,December,2021,NA,NA,NA
3,CCG,05G,E38000126,NHS North Staffordshire CCG,82 626,75 019,3 705,3 902,December,2021,NA,NA,NA
3,CCG,05Q,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,84 552,77 393,4 002,3 157,December,2021,NA,NA,NA
3,CCG,05V,E38000173,NHS Stafford and Surrounds CCG,61 103,55 116,3 151,2 836,December,2021,NA,NA,NA
3,CCG,05W,E38000175,NHS Stoke on Trent CCG,104 968,92 477,7 459,5 032,December,2021,NA,NA,NA
3,CCG,06H,E38000026,NHS Cambridgeshire and Peterborough CCG,429 714,397 978,15 896,15 840,December,2021,NA,NA,NA
3,CCG,06K,E38000049,NHS East and North Hertfordshire CCG,237 172,215 652,9 649,11 871,December,2021,NA,NA,NA
3,CCG,06L,E38000086,NHS Ipswich and East Suffolk CCG,187 470,174 761,5 754,6 955,December,2021,NA,NA,NA
3,CCG,06N,E38000079,NHS Herts Valley CCG,238 360,216 356,10 680,11 324,December,2021,NA,NA,NA
3,CCG,06Q,E38000106,NHS Mid Essex CCG,156 486,144 517,4 995,6 974,December,2021,NA,NA,NA
3,CCG,06T,E38000117,NHS North East Essex CCG,155 375,140 484,7 952,6 939,December,2021,NA,NA,NA
3,CCG,07G,E38000185,NHS Thurrock CCG,77 281,70 224,2 422,4 635,December,2021,NA,NA,NA
3,CCG,07H,E38000197,NHS West Essex CCG,121 013,112 990,4 041,3 982,December,2021,NA,NA,NA
3,CCG,07K,E38000204,NHS West Suffolk CCG,111 849,105 969,3 327,2 553,December,2021,NA,NA,NA
3,CCG,09D,E38000021,NHS Brighton and Hove CCG,119 432,109 261,4 924,5 247,December,2021,NA,NA,NA
3,CCG,10Q,E38000136,NHS Oxfordshire CCG,324 163,290 752,18 245,15 166,December,2021,NA,NA,NA
3,CCG,10R,E38000137,NHS Portsmouth CCG,75 928,68 851,4 276,2 801,December,2021,NA,NA,NA
3,CCG,11J,E38000045,NHS Dorset CCG,376 485,349 843,12 968,13 674,December,2021,NHS Dorset CCG,QVV,NHS Dorset Integrated Care Board
3,CCG,11M,E38000062,NHS Gloucestershire CCG,314 936,291 923,11 416,11 597,December,2021,NHS Gloucestershire CCG,QR1,NHS Gloucestershire Integrated Care Board
3,CCG,11N,E38000089,NHS Kernow CCG,318 583,289 881,12 099,16 603,December,2021,NHS Kernow CCG,QT6,NHS Cornwall and the Isles of Scilly Integrated Care Board
3,CCG,11X,E38000150,NHS Somerset CCG,246 848,223 050,11 319,12 479,December,2021,NHS Somerset CCG,QSL,NHS Somerset Integrated Care Board
3,CCG,12F,E38000208,NHS Wirral CCG,173 097,154 258,9 894,8 945,December,2021,NA,NA,NA
3,CCG,13T,E38000212,NHS Newcastle Gateshead CCG,220 047,199 106,12 346,8 595,December,2021,NHS Newcastle Gateshead CCG,QHM,NHS North East and North Cumbria Integrated Care Board
3,CCG,14L,E38000217,NHS Manchester CCG,253 658,220 889,18 137,14 632,December,2021,NHS Manchester CCG,QOP,NHS Greater Manchester Integrated Care Board
3,CCG,14Y,E38000223,NHS Buckinghamshire CCG,218 010,200 866,8 861,8 283,December,2021,NA,NA,NA
3,CCG,15A,E38000221,NHS Berkshire West CCG,223 766,203 928,10 287,9 551,December,2021,NA,NA,NA
3,CCG,15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",416 597,374 823,22 032,19 742,December,2021,NA,NA,NA
3,CCG,15E,E38000220,NHS Birmingham and Solihull CCG,519 494,463 919,33 021,22 554,December,2021,NHS Birmingham and Solihull CCG,QHL,NHS Birmingham and Solihull Integrated Care Board
3,CCG,15F,E38000225,NHS Leeds CCG,408 578,372 754,18 510,17 314,December,2021,NHS Leeds CCG,QWO,NHS West Yorkshire Integrated Care Board
3,CCG,15M,E38000229,NHS Derby and Derbyshire CCG,496 320,455 571,18 559,22 190,December,2021,NHS Derby and Derbyshire CCG,QJ2,NHS Derby and Derbyshire Integrated Care Board
3,CCG,15N,E38000230,NHS Devon CCG,629 975,579 064,26 654,24 257,December,2021,NHS Devon CCG,QJK,NHS Devon Integrated Care Board
3,CCG,16C,E38000247,NHS Tees Valley CCG,325 884,294 217,16 856,14 811,December,2021,NHS Tees Valley CCG,QHM,NHS North East and North Cumbria Integrated Care Board
3,CCG,18C,E38000236,NHS Herefordshire CCG,401 139,369 184,18 073,13 882,December,2021,NA,NA,NA
3,CCG,26A,E38000239,NHS Norfolk and Waveney CCG,527 243,486 794,20 262,20 187,December,2021,NHS Norfolk and Waveney CCG,QMM,NHS Norfolk and Waveney Integrated Care Board
3,CCG,27D,E38000233,NHS Cheshire CCG,324 163,290 346,17 249,16 568,December,2021,NHS Cheshire CCG,QYG,NHS Cheshire and Merseyside Integrated Care Board
3,CCG,36J,E38000232,NHS Bradford District and Craven CCG,364 636,334 194,12 332,18 110,December,2021,NHS Bradford District and Craven CCG,QWO,NHS West Yorkshire Integrated Care Board
3,CCG,36L,E38000245,NHS South West London CCG,592 494,532 565,34 073,25 856,December,2021,NA,NA,NA
3,CCG,42D,E38000241,NHS North Yorkshire CCG,211 420,196 370,7 876,7 174,December,2021,NA,NA,NA
3,CCG,52R,E38000243,NHS Nottingham and Nottinghamshire CCG,486 478,444 233,21 153,21 092,December,2021,NA,NA,NA
3,CCG,70F,E38000248,NHS West Sussex CCG,375 905,348 654,12 115,15 136,December,2021,NA,NA,NA
3,CCG,71E,E38000238,NHS Lincolnshire CCG,370 377,340 620,15 256,14 501,December,2021,NHS Lincolnshire CCG,QJM,NHS Lincolnshire Integrated Care Board
3,CCG,72Q,E38000244,NHS South East London CCG,657 178,587 854,38 923,30 401,December,2021,NA,NA,NA
3,CCG,78H,E38000242,NHS Northamptonshire CCG,340 368,317 259,11 606,11 503,December,2021,NHS Northamptonshire CCG,QPM,NHS Northamptonshire Integrated Care Board
3,CCG,84H,E38000234,NHS County Durham CCG,302 880,280 758,11 606,10 516,December,2021,NHS County Durham CCG,QHM,NHS North East and North Cumbria Integrated Care Board
3,CCG,91Q,E38000237,NHS Kent and Medway CCG,795 311,711 957,42 347,41 007,December,2021,NA,NA,NA
3,CCG,92A,E38000246,NHS Surrey Heartlands CCG,412 453,376 410,19 253,16 790,December,2021,NHS Surrey Heartlands CCG,QXU,NHS Surrey Heartlands Integrated Care Board
3,CCG,92G,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",445 431,414 584,14 081,16 766,December,2021,NA,NA,NA
3,CCG,93C,E38000240,NHS North Central London CCG,566 643,511 056,33 503,22 084,December,2021,NA,NA,NA
3,CCG,97R,E38000235,NHS East Sussex CCG,258 114,234 374,11 395,12 345,December,2021,NA,NA,NA
3,CCG,99A,E38000101,NHS Liverpool CCG,224 520,200 499,14 819,9 202,December,2021,NHS Liverpool CCG,QYG,NHS Cheshire and Merseyside Integrated Care Board
3,CCG,99C,E38000127,NHS North Tyneside CCG,94 588,86 216,4 337,4 035,December,2021,NHS North Tyneside CCG,QHM,NHS North East and North Cumbria Integrated Care Board
3,CCG,99E,E38000007,NHS Basildon and Brentwood CCG,109 960,102 110,3 242,4 608,December,2021,NA,NA,NA
3,CCG,99F,E38000030,NHS Castle Point and Rochford CCG,65 748,61 015,2 003,2 730,December,2021,NA,NA,NA
3,CCG,99G,E38000168,NHS Southend CCG,64 982,59 239,2 352,3 391,December,2021,NA,NA,NA
3,CCG,A3A8R,E38000255,NHS North East London CCG,798 455,709 371,52 168,36 916,December,2021,NA,NA,NA
3,CCG,B2M3M,E38000251,NHS Coventry and Warwickshire CCG,405 092,369 860,18 858,16 374,December,2021,NA,NA,NA
3,CCG,D2P2L,E38000250,NHS Black Country and West Birmingham CCG,592 866,524 318,40 431,28 117,December,2021,NA,NA,NA
3,CCG,D4U1Y,E38000252,NHS Frimley CCG,315 145,289 513,14 773,10 859,December,2021,NA,NA,NA
3,CCG,D9Y0V,E38000253,"NHS Hampshire, Southampton and Isle of Wight CCG",689 555,630 917,30 793,27 845,December,2021,NA,NA,NA
3,CCG,M1J4Y,E38000249,"NHS Bedfordshire, Luton and Milton Keynes CCG",420 357,386 678,18 406,15 273,December,2021,NA,NA,NA
3,CCG,M2L0M,E38000257,NHS Shropshire and Telford and Wrekin CCG,217 784,199 845,9 613,8 326,December,2021,NA,NA,NA
3,CCG,W2U3Z,E38000256,NHS North West London CCG,977 679,887 601,48 019,42 059,December,2021,NA,NA,NA
3,CCG,X2C4Y,E38000254,NHS Kirklees CCG,207 073,191 556,7 905,7 612,December,2021,NA,NA,NA
4,CCG,00L,E38000130,NHS Northumberland CCG,148 539,139 081,3 040,6 418,February,2021,NHS Northumberland CCG,QHM,NHS North East and North Cumbria Integrated Care Board
4,CCG,00N,E38000163,NHS South Tyneside CCG,53 214,49 698,1 689,1 827,February,2021,NHS South Tyneside CCG,QHM,NHS North East and North Cumbria Integrated Care Board
4,CCG,00P,E38000176,NHS Sunderland CCG,106 343,98 674,4 803,2 866,February,2021,NHS Sunderland CCG,QHM,NHS North East and North Cumbria Integrated Care Board
4,CCG,00Q,E38000014,NHS Blackburn with Darwen CCG,69 360,64 625,2 586,2 149,February,2021,NHS Blackburn with Darwen CCG,QE1,NHS Lancashire and South Cumbria Integrated Care Board
4,CCG,00R,E38000015,NHS Blackpool CCG,73 554,67 695,2 708,3 151,February,2021,NHS Blackpool CCG,QE1,NHS Lancashire and South Cumbria Integrated Care Board
4,CCG,00T,E38000016,NHS Bolton CCG,133 211,111 053,14 276,7 882,February,2021,NHS Bolton CCG,QOP,NHS Greater Manchester Integrated Care Board
4,CCG,00V,E38000024,NHS Bury CCG,30 063,22 379,2 374,5 310,February,2021,NHS Bury CCG,QOP,NHS Greater Manchester Integrated Care Board
4,CCG,00X,E38000034,NHS Chorley and South Ribble CCG,63 261,58 471,2 106,2 684,February,2021,NHS Chorley and South Ribble CCG,QE1,NHS Lancashire and South Cumbria Integrated Care Board
4,CCG,00Y,E38000135,NHS Oldham CCG,91 322,81 834,3 749,5 739,February,2021,NHS Oldham CCG,QOP,NHS Greater Manchester Integrated Care Board
4,CCG,01A,E38000050,NHS East Lancashire CCG,132 757,122 269,4 709,5 779,February,2021,NHS East Lancashire CCG,QE1,NHS Lancashire and South Cumbria Integrated Care Board
4,CCG,01D,E38000080,"NHS Heywood, Middleton and Rochdale CCG",82 516,76 430,3 510,2 576,February,2021,"NHS Heywood, Middleton and Rochdale CCG",QOP,NHS Greater Manchester Integrated Care Board
4,CCG,01E,E38000227,NHS Greater Preston CCG,77 092,68 571,2 840,5 681,February,2021,NHS Greater Preston CCG,QE1,NHS Lancashire and South Cumbria Integrated Care Board
4,CCG,01F,E38000068,NHS Halton CCG,52 382,46 434,2 511,3 437,February,2021,NHS Halton CCG,QYG,NHS Cheshire and Merseyside Integrated Care Board
4,CCG,01G,E38000143,NHS Salford CCG,95 282,83 958,5 076,6 248,February,2021,NHS Salford CCG,QOP,NHS Greater Manchester Integrated Care Board
4,CCG,01H,E38000215,NHS North Cumbria CCG,162 205,141 308,5 813,15 084,February,2021,NHS North Cumbria CCG,QHM,NHS North East and North Cumbria Integrated Care Board
4,CCG,01J,E38000091,NHS Knowsley CCG,66 879,57 681,6 785,2 413,February,2021,NHS Knowsley CCG,QYG,NHS Cheshire and Merseyside Integrated Care Board
4,CCG,01K,E38000228,NHS Morecambe Bay CCG,127 447,119 156,4 107,4 184,February,2021,NHS Morecambe Bay CCG,QE1,NHS Lancashire and South Cumbria Integrated Care Board
4,CCG,01T,E38000161,NHS South Sefton CCG,46 897,43 785,1 518,1 594,February,2021,NHS South Sefton CCG,QYG,NHS Cheshire and Merseyside Integrated Care Board
4,CCG,01V,E38000170,NHS Southport and Formby CCG,47 016,44 132,1 218,1 666,February,2021,NHS Southport and Formby CCG,QYG,NHS Cheshire and Merseyside Integrated Care Board
4,CCG,01W,E38000174,NHS Stockport CCG,124 583,113 117,4 603,6 863,February,2021,NHS Stockport CCG,QOP,NHS Greater Manchester Integrated Care Board
4,CCG,01X,E38000172,NHS St Helens CCG,59 622,54 477,2 315,2 830,February,2021,NHS St Helens CCG,QYG,NHS Cheshire and Merseyside Integrated Care Board
4,CCG,01Y,E38000182,NHS Tameside and Glossop CCG,95 268,85 354,4 864,5 050,February,2021,NHS Tameside and Glossop CCG,QOP,NHS Greater Manchester Integrated Care Board
4,CCG,02A,E38000187,NHS Trafford CCG,59 006,51 396,3 109,4 501,February,2021,NHS Trafford CCG,QOP,NHS Greater Manchester Integrated Care Board
4,CCG,02E,E38000194,NHS Warrington CCG,88 130,81 252,1 710,5 168,February,2021,NHS Warrington CCG,QYG,NHS Cheshire and Merseyside Integrated Care Board
4,CCG,02G,E38000200,NHS West Lancashire CCG,44 014,39 712,2 275,2 027,February,2021,NHS West Lancashire CCG,QE1,NHS Lancashire and South Cumbria Integrated Care Board
4,CCG,02H,E38000205,NHS Wigan Borough CCG,89 391,78 258,3 860,7 273,February,2021,NHS Wigan Borough CCG,QOP,NHS Greater Manchester Integrated Care Board
4,CCG,02M,E38000226,NHS Fylde and Wyre CCG,88 680,75 134,6 975,6 571,February,2021,NHS Fylde and Wyre CCG,QE1,NHS Lancashire and South Cumbria Integrated Care Board
4,CCG,02P,E38000006,NHS Barnsley CCG,109 574,100 861,3 487,5 226,February,2021,NA,NA,NA
4,CCG,02Q,E38000008,NHS Bassetlaw CCG,48 576,46 084,1 439,1 053,February,2021,NA,NA,NA
4,CCG,02T,E38000025,NHS Calderdale CCG,87 618,82 011,2 181,3 426,February,2021,NHS Calderdale CCG,QWO,NHS West Yorkshire Integrated Care Board
4,CCG,02X,E38000044,NHS Doncaster CCG,119 300,110 615,4 579,4 106,February,2021,NA,NA,NA
4,CCG,02Y,E38000052,NHS East Riding of Yorkshire CCG,130 949,120 447,5 129,5 373,February,2021,NA,NA,NA
4,CCG,03A,E38000064,NHS Greater Huddersfield CCG,97 585,91 884,2 519,3 182,February,2021,NA,NA,NA
4,CCG,03F,E38000085,NHS Hull CCG,105 572,97 598,4 702,3 272,February,2021,NA,NA,NA
4,CCG,03H,E38000119,NHS North East Lincolnshire CCG,78 565,73 483,1 756,3 326,February,2021,NA,NA,NA
4,CCG,03J,E38000121,NHS North Kirklees CCG,83 763,78 813,2 219,2 731,February,2021,NA,NA,NA
4,CCG,03K,E38000122,NHS North Lincolnshire CCG,94 101,88 673,1 623,3 805,February,2021,NA,NA,NA
4,CCG,03L,E38000141,NHS Rotherham CCG,114 223,106 550,3 360,4 313,February,2021,NA,NA,NA
4,CCG,03N,E38000146,NHS Sheffield CCG,255 799,234 018,9 084,12 697,February,2021,NA,NA,NA
4,CCG,03Q,E38000188,NHS Vale of York CCG,136 787,128 661,3 157,4 969,February,2021,NA,NA,NA
4,CCG,03R,E38000190,NHS Wakefield CCG,167 569,158 739,3 730,5 100,February,2021,NHS Wakefield CCG,QWO,NHS West Yorkshire Integrated Care Board
4,CCG,03W,E38000051,NHS East Leicestershire and Rutland CCG,150 375,139 944,4 341,6 090,February,2021,NA,NA,NA
4,CCG,04C,E38000097,NHS Leicester City CCG,169 467,157 919,5 592,5 956,February,2021,NA,NA,NA
4,CCG,04F,E38000107,NHS Milton Keynes CCG,104 733,99 056,3 440,2 237,February,2021,NA,NA,NA
4,CCG,04V,E38000201,NHS West Leicestershire CCG,172 555,159 498,4 982,8 075,February,2021,NA,NA,NA
4,CCG,04Y,E38000028,NHS Cannock Chase CCG,50 462,45 578,2 216,2 668,February,2021,NA,NA,NA
4,CCG,05A,E38000038,NHS Coventry and Rugby CCG,176 739,159 321,11 174,6 244,February,2021,NA,NA,NA
4,CCG,05C,E38000046,NHS Dudley CCG,138 804,103 489,13 768,21 547,February,2021,NA,NA,NA
4,CCG,05D,E38000053,NHS East Staffordshire CCG,56 902,45 076,3 256,8 570,February,2021,NA,NA,NA
4,CCG,05G,E38000126,NHS North Staffordshire CCG,85 604,75 724,4 405,5 475,February,2021,NA,NA,NA
4,CCG,05H,E38000195,NHS Warwickshire North CCG,77 848,66 010,8 550,3 288,February,2021,NA,NA,NA
4,CCG,05L,E38000144,NHS Sandwell and West Birmingham CCG,207 519,185 332,11 977,10 210,February,2021,NA,NA,NA
4,CCG,05N,E38000147,NHS Shropshire CCG,143 617,123 187,5 674,14 756,February,2021,NA,NA,NA
4,CCG,05Q,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,76 265,67 499,2 980,5 786,February,2021,NA,NA,NA
4,CCG,05R,E38000164,NHS South Warwickshire CCG,122 805,114 054,3 214,5 537,February,2021,NA,NA,NA
4,CCG,05V,E38000173,NHS Stafford and Surrounds CCG,58 231,53 334,1 739,3 158,February,2021,NA,NA,NA
4,CCG,05W,E38000175,NHS Stoke on Trent CCG,100 505,84 511,11 410,4 584,February,2021,NA,NA,NA
4,CCG,05X,E38000183,NHS Telford and Wrekin CCG,75 089,71 046,2 264,1 779,February,2021,NA,NA,NA
4,CCG,05Y,E38000191,NHS Walsall CCG,138 308,100 499,28 922,8 887,February,2021,NA,NA,NA
4,CCG,06A,E38000210,NHS Wolverhampton CCG,88 625,77 613,3 985,7 027,February,2021,NA,NA,NA
4,CCG,06F,E38000010,NHS Bedfordshire CCG,187 938,178 582,4 754,4 602,February,2021,NA,NA,NA
4,CCG,06H,E38000026,NHS Cambridgeshire and Peterborough CCG,377 652,356 478,9 949,11 225,February,2021,NA,NA,NA
4,CCG,06K,E38000049,NHS East and North Hertfordshire CCG,220 501,201 847,8 268,10 386,February,2021,NA,NA,NA
4,CCG,06L,E38000086,NHS Ipswich and East Suffolk CCG,188 701,179 903,3 451,5 347,February,2021,NA,NA,NA
4,CCG,06N,E38000079,NHS Herts Valley CCG,220 784,203 532,8 366,8 886,February,2021,NA,NA,NA
4,CCG,06P,E38000102,NHS Luton CCG,81 024,75 154,2 849,3 021,February,2021,NA,NA,NA
4,CCG,06Q,E38000106,NHS Mid Essex CCG,159 650,137 251,7 585,14 814,February,2021,NA,NA,NA
